scene,scene_time_utc,MMSI,Name,Ship_Type,gfw_shiptype,Center_latitude,Center_longitude,Sog,Cog,AIS_Latitude,AIS_Longitude,sar_ais_distance_km,sar_projected_distance_km,sar_kalman_est_distance_km,AIS_update_time_gap_hours,ais_position_time_gap_hours,kalman_dt_hours,kalman_pred_residual_m,kalman_mmsi_observation_count,patch_rgb_vv_actual_file,patch_rgb_vh_actual_file,source_file,candidate_type,score,rule,evidence,neighbor_mmsi,neighbor_distance_km,neighbor_sog,timestamp_start,timestamp_end,gear_label,gear_probability,godark_probability,godark_label,spoofing_probability,spoofing_label,transshipment_probability,transshipment_label,transshipment_event_id,model_source,inference_status,yolo_class,yolo_confidence,yolo_bbox,yolo_image_name,yolo_source,yolo_patch_key,ai_gear_label,ai_gear_probability,ai_godark_probability,ai_spoofing_probability,ai_transshipment_probability,hybrid_status,ai_source,Center_x,Center_y,patch,patch_cal,category,Head_x,Head_y,Tail_x,Tail_y,UpperLeft_x,UpperLeft_y,LowerRight_x,LowerRight_y,Manual_Length,North_Direction,Chip_Direction,Incidence,Elevation,Slant_Range_Time,Nav_Status,Rot,Projected_Latitude,Projected_Longitude,True_Head,AIS_Length,AIS_Width,Draught,Length_overall,Breadth_extreme,Elaborated_type,Gross_tonnage,Deadweight,patch_vv_label,patch_vh_label,patch_vv_actual_file,patch_vh_actual_file,patch_cal_vv_label,patch_cal_vh_label,patch_cal_vv_actual_file,patch_cal_vh_actual_file,patch_uint8_vv_label,patch_uint8_vh_label,patch_uint8_vv_actual_file,patch_uint8_vh_actual_file,patch_rgb_vv_label,patch_rgb_vh_label,polarization_vv,polarization_vh,main_polarization,available_polarizations,gfw_lookup_status,gfw_total,gfw_vessel_id,gfw_ssvid,gfw_name,gfw_flag,gfw_callsign,gfw_imo,gfw_shiptype_source,gfw_geartype,gfw_geartype_source,gfw_self_period_from,gfw_self_period_to,gfw_registry_match,gfw_registry_ssvid,gfw_registry_name,gfw_registry_flag,gfw_registry_imo,gfw_registry_length_m,gfw_registry_width_m,gfw_registry_draught_m,gfw_registry_tonnage_gt,gfw_registry_deadweight,gfw_error,head_tail_status,head_tail_method,head_tail_confidence,head_tail_pixel_resolution_m,head_tail_length_pixels,sar_axis_bearing_mod180,sar_axis_elongation,sar_axis_component_area,sar_axis_threshold_percentile,sar_axis_consistency_deg,ais_motion_bearing,ais_motion_distance_km,ais_before_timestamp,ais_after_timestamp,ais_before_lat,ais_before_lon,ais_after_lat,ais_after_lon,ais_nearest_scene_distance_km,axis_ais_angle_difference_deg,head_tail_error,head_tail_pass2_status,head_tail_pass2_error,head_tail_axis_source,head_tail_vv_axis_bearing_mod180,head_tail_vh_axis_bearing_mod180,head_tail_cross_pol_difference_deg,gfw_sar_bearing_status,gfw_sar_bearing,gfw_sar_bearing_feature_id,gfw_sar_bearing_timestamp,gfw_sar_bearing_match_distance_m,gfw_sar_bearing_existing_head_difference_deg,gfw_sar_bearing_error,gfw_dataset,gfw_registry_tonnage_gt_source,gfw_registry_deadweight_source,IMO,GT,DWT,IMO_source,GT_source,DWT_source,UpperLeft_LowerRight_status,UpperLeft_LowerRight_source,IMO_source_url,GT_source_url,vesselfinder_gt,vesselfinder_imo,vesselfinder_mmsi,vesselfinder_name,vesselfinder_source_url,vesselfinder_gt_status,vesselfinder_imo_status,boat_agent_imo,boat_agent_gt,boat_agent_name,boat_agent_source_url,boat_agent_imo_status,DWT_source_url,shipxplorer_imo,shipxplorer_gt,shipxplorer_dwt,shipxplorer_name,shipxplorer_source_url,shipxplorer_status,patch_size,source_dataset,Name_source,Length_overall_source,Length_overall_source_url,AIS_update_status,AIS_update_source_kind,AIS_update_source_dataset,AIS_update_source_file,AIS_update_source_cache,AIS_update_datetime,AIS_update_note,SOG_COG_method,AIS_update_candidate_gfw_vessel_id,AIS_update_candidate_name,AIS_update_candidate_match_note,AIS_update_center_distance_km,AIS_update_source_url,AIS_update_fetch_time_utc,Sog_original,Cog_original,sog_cog_status,sog_cog_source,sog_cog_source_fields,sog_cog_formula,sog_cog_scene_timestamp_utc,sog_cog_distance_km,sog_cog_time_hours,AIS_Latitude_original,AIS_Longitude_original,ais_position_status,ais_position_source,ais_position_source_fields,ais_position_formula,ais_position_scene_timestamp_utc,ais_position_interpolation_ratio,Sog_before_ais_latlon_formula,Cog_before_ais_latlon_formula,ais_latlon_formula_status,ais_latlon_formula_source,ais_latlon_formula_note,ais_latlon_formula_neighbor_scene,ais_latlon_formula_time_gap_hours,ais_latlon_formula_distance_km,SOG_calc,COG_calc,distance_m,delta_time_s,gfw_live_track_window_days,gfw_live_track_point_count,gfw_live_track_nearest_time,gfw_live_track_nearest_minutes,kalman_status,kalman_note,kalman_scene_timestamp_utc,kalman_sequence_index,kalman_position_measurement_source,kalman_velocity_measurement_used,kalman_velocity_measurement_source,kalman_pred_lat,kalman_pred_lon,kalman_est_lat,kalman_est_lon,kalman_est_sog,kalman_est_cog,kalman_est_position_sigma_m,kalman_est_velocity_sigma_mps,kalman_model,kalman_process_acceleration_sigma_mps2,kalman_position_measurement_sigma_m,kalman_velocity_measurement_sigma_mps
S1A_IW_GRDH_1SDV_20260216T112434_20260216T112459_063243_07F0C2_052A,2026-02-16T11:24:34Z,525110024,BOJOMA 2916,PASSENGER,OTHER,-2.36839306532108,104.72887665653776,0.0,0.0,-1.8495017201443564,104.72854614257812,57.69817644813841,,57.69813530240478,0.409444,,287.999722,460653.614,2,Passenger_x24118_y16025_vv.png,Passenger_x24118_y16025_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 57.70 km with time gap 0.41 h; wide SAR-AIS distance 57.70 km with time gap 0.41 h,,,,2026-02-16T11:24:34Z,2026-02-16T11:24:34Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,Cargo,0.2719955742359161,"69.81472778320312,82.24234008789062,123.20724487304688,113.31100463867188",Passenger_x24118_y16025_vv_vh_rgb.png,hasilyolov12n/predictions.csv,passenger_x24118_y16025,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260216T112459_20260216T112524_063243_07F0C2_ED90,2026-02-16T11:24:59Z,525016724,KMP KUNDUR,PASSENGER,PASSENGER,0.3922497805949811,104.23477188277838,7.76364,14.921305,1.0408973283066016,104.23828125,72.12747153923748,,72.13017217152026,0.416389,,120.126389,1799522.477,4,Passenger_x22176_y2171_vv.png,Passenger_x22176_y2171_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 72.13 km with time gap 0.42 h; wide SAR-AIS distance 72.13 km with time gap 0.42 h,,,,2026-02-16T11:24:59Z,2026-02-16T11:24:59Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260216T112524_20260216T112549_063243_07F0C2_14CA,2026-02-16T11:25:24Z,525100864,PUTRI ANGGRENI 05,PASSENGER,PASSENGER,1.0611233951554264,103.48855919384964,10.933177,333.579974,0.2434151002887306,103.53755950927734,91.0882199313238,,91.0882199681776,0.423333,,,,1,Passenger_x17387_y11438_vv.png,Passenger_x17387_y11438_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 91.09 km with time gap 0.42 h; wide SAR-AIS distance 91.09 km with time gap 0.42 h,,,,2026-02-16T11:25:24Z,2026-02-16T11:25:24Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260216T220839_20260216T220904_063250_07F107_CAF8,2026-02-16T22:08:39Z,538011731,PASPALEY PEARL,PASSENGER,PASSENGER,-4.4906371018558975,112.34082265890132,10.852378,39.325182,-5.3083987722872505,112.3681640625,90.98151313488566,,90.98151287147456,0.144167,,,,1,Passenger_x8116_y8996_vv.png,Passenger_x8116_y8996_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 90.98 km with time gap 0.14 h; wide SAR-AIS distance 90.98 km with time gap 0.14 h,,,,2026-02-16T22:08:39Z,2026-02-16T22:08:39Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,2026-02-16T22:09:04Z,525005046,KM DOROLONDA,PASSENGER,PASSENGER,-6.868603635385661,112.75317842036588,25.647093,305.642606,-5.618035864654952,112.67818450927734,139.30383197894008,,139.30586846053424,0.151111,,217.26,11029523.963,2,Passenger_x16330_y18657_vv.png,Passenger_x16330_y18657_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 139.30 km with time gap 0.15 h; wide SAR-AIS distance 139.30 km with time gap 0.15 h,,,,2026-02-16T22:09:04Z,2026-02-16T22:09:04Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,2026-02-16T22:09:04Z,525301452,KM ANUGERAH VIII,FISHING,FISHING,-6.776563151753113,111.90689037138584,0.0,0.0,-5.853742312049759,111.90673828125,102.61313868870482,,102.61313891665056,0.151111,,,,1,Fishing100_Fishing_x6979_y17614.png,Fishing100_Fishing_x6979_y17614_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 102.61 km with time gap 0.15 h; wide SAR-AIS distance 102.61 km with time gap 0.15 h,,,,2026-02-16T22:09:04Z,2026-02-16T22:09:04Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260217T102511_20260217T102540_063257_07F153_BC42,2026-02-17T10:25:11Z,525101091,SABUK NUSANTARA 79,PASSENGER,PASSENGER,-8.30337700833737,119.06384601928497,6.471838,79.910882,-7.102936800915914,119.14295196533205,133.76734749853654,,133.76715590215892,0.580278,,287.999722,5328887.123,3,Passenger_x8020_y12603_vv.png,Passenger_x8020_y12603_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 133.77 km with time gap 0.58 h; wide SAR-AIS distance 133.77 km with time gap 0.58 h,,,,2026-02-17T10:25:11Z,2026-02-17T10:25:11Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260217T224800_20260217T224830_063265_07F199_5C53,2026-02-17T22:48:00Z,525015053,KMP.TELUK SINGKIL,PASSENGER,PASSENGER,1.037304546711196,103.26410739658542,5.569315,68.277062,0.4023709601628517,103.35285186767578,71.28766084329676,,71.2876608969993,0.2,,,,2,Passenger_x6591_y19964_vv.png,Passenger_x6591_y19964_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 71.29 km with time gap 0.20 h; wide SAR-AIS distance 71.29 km with time gap 0.20 h,,,,2026-02-17T22:48:00Z,2026-02-17T22:48:00Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260218T110749_20260218T110817_063272_07F1E4_7B1A,2026-02-18T11:07:49Z,525015603,KMP KUALA BATE II,PASSENGER,PASSENGER,-3.0038465049868184,107.47270463013726,2.461653,287.751111,-3.9317327325141296,107.4349594116211,103.26140024229872,,103.26120436449824,0.130278,,288.0,1801319.204,3,Passenger_x6562_y13011_vv.png,Passenger_x6562_y13011_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 103.26 km with time gap 0.13 h; wide SAR-AIS distance 103.26 km with time gap 0.13 h,,,,2026-02-18T11:07:49Z,2026-02-18T11:07:49Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260218T215107_20260218T215132_063279_07F220_2CED,2026-02-18T21:51:07Z,525005017,BUKIT SIGUNTANG,PASSENGER,PASSENGER,-0.412572466806687,118.16973807605407,12.882992,148.67586,-1.1191610035302308,118.24687957763672,79.03592937851829,,79.03592901680724,0.148056,,,,1,Passenger_x17806_y7143_vv.png,Passenger_x17806_y7143_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 79.04 km with time gap 0.15 h; wide SAR-AIS distance 79.04 km with time gap 0.15 h,,,,2026-02-18T21:51:07Z,2026-02-18T21:51:07Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260218T215132_20260218T215157_063279_07F220_27B7,2026-02-18T21:51:32Z,525005030,KM.LAMBELU,PASSENGER,PASSENGER,-1.8762590478253467,117.61289913946638,13.58725,232.014691,-2.459495168221724,117.454833984375,67.18916123457362,,67.18916155250604,0.141111,,,,2,Passenger_x15192_y6662_vv.png,Passenger_x15192_y6662_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 67.19 km with time gap 0.14 h; wide SAR-AIS distance 67.19 km with time gap 0.14 h,,,,2026-02-18T21:51:32Z,2026-02-18T21:51:32Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260218T215132_20260218T215157_063279_07F220_27B7,2026-02-18T21:51:32Z,525401679,KM-HARTAMULIA 04,FISHING,FISHING,-2.0111443537626696,116.88766841294547,0.0,0.0,-3.617589124412151,116.88766479492188,178.62875516356033,,178.62875467295208,3.858889,,,,1,Fishing100_Fishing_x7126_y8152.png,Fishing100_Fishing_x7126_y8152_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,wide SAR-AIS distance 178.63 km with time gap 3.86 h,,,,2026-02-18T21:51:32Z,2026-02-18T21:51:32Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260218T215157_20260218T215222_063279_07F220_ED26,2026-02-18T21:51:57Z,525023222,KM.BAHTERA SUKSES,CARGO,CARGO,-3.487411008965059,116.49498234620164,3.061311,191.29389,-3.31,116.54000092,20.35028356601906,,20.35028356601906,1.865833,,,,1,Cargo_x6370_y7814_vv.png,Cargo_x6370_y7814_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 20.35 km with time gap 1.87 h; wide SAR-AIS distance 20.35 km with time gap 1.87 h,,,,2026-02-18T21:51:57Z,2026-02-18T21:51:57Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260218T215222_20260218T215247_063279_07F220_D835,2026-02-18T21:52:22Z,525005002,BARAKUDA 02,PASSENGER,PASSENGER,-5.90738579323795,116.21234344716602,16.334351,285.170399,-6.659833500291811,115.99708557128906,86.98538545011004,,86.98538545787021,0.127222,,,,3,Passenger_x6903_y17908_vv.png,Passenger_x6903_y17908_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 86.99 km with time gap 0.13 h; wide SAR-AIS distance 86.99 km with time gap 0.13 h,,,,2026-02-18T21:52:22Z,2026-02-18T21:52:22Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260219T115028_20260219T115053_063288_07F270_3A9E,2026-02-19T11:50:28Z,525101856,KMP.ACEHHEBAT 1,PASSENGER,PASSENGER,2.6140065021119225,96.41577729967102,,338.5,1.4263586901405314,96.36486053466795,132.18174689242116,,132.18174693023724,0.158889,,,,1,Passenger_x10533_y9496_vv.png,Passenger_x10533_y9496_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 132.18 km with time gap 0.16 h; wide SAR-AIS distance 132.18 km with time gap 0.16 h,,,,2026-02-19T11:50:28Z,2026-02-19T11:50:28Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260219T115118_20260219T115146_063288_07F270_730B,2026-02-19T11:51:18Z,416006701,HO HSIN HSING 603,FISHING,FISHING,6.346294516695312,96.777484235213,6.672886,100.348816,6.31,96.98999786376952,23.83070573294801,,23.830705322367955,1.145,,,,2,Fishing100_Fishing_x21829_y3611.png,Fishing100_Fishing_x21829_y3611_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 23.83 km with time gap 1.15 h; wide SAR-AIS distance 23.83 km with time gap 1.15 h,,,,2026-02-19T11:51:18Z,2026-02-19T11:51:18Z,,,,,,,0.01393763102834089,normal,real_loitering_000084,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=available,,,,,,,,,,,0.01393763102834089,rule_only,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
