candidate_type,score,scene,MMSI,Name,evidence,figure_path,vv_patch_path,vh_patch_path
spoofing,1.0,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_4736,525005001,KM.CIREMAI,SAR-AIS distance 30.03 km with time gap 0.03 h; wide SAR-AIS distance 30.03 km with time gap 0.03 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\072_spoofing_525005001_8_063038_07E928_4736.png,new\Patch_RGB\Passenger_x1658_y8586_vv.png,new\Patch_RGB\Passenger_x1658_y8586_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260202T114041_20260202T114110_063039_07E931_197F,525021130,KMP.GAMBOLO,SAR-AIS distance 66.47 km with time gap 0.32 h; wide SAR-AIS distance 66.47 km with time gap 0.32 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\073_spoofing_525021130_0_063039_07E931_197F.png,new\Patch_RGB\Passenger_x17673_y5398_vv.png,new\Patch_RGB\Passenger_x17673_y5398_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260202T114041_20260202T114110_063039_07E931_197F,525501799,NOAH FORTUNA,SAR-AIS distance 22.69 km with time gap 0.32 h; wide SAR-AIS distance 22.69 km with time gap 0.32 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\074_spoofing_525501799_0_063039_07E931_197F.png,new\Patch_RGB\Cargo_x25985_y7272.png,new\Patch_RGB\Cargo_x25985_y7272_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260202T114315_20260202T114340_063040_07E931_1FD8,351780000,MARTORELL,SAR-AIS distance 31.72 km with time gap 0.28 h; wide SAR-AIS distance 31.72 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\075_spoofing_351780000_0_063040_07E931_1FD8.png,new\Patch_RGB\Cargo_x9878_y18481.png,new\Patch_RGB\Cargo_x9878_y18481_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260202T222424_20260202T222449_063046_07E974_2178,518100932,CHARLEY 2,SAR-AIS distance 107.76 km with time gap 0.41 h; wide SAR-AIS distance 107.76 km with time gap 0.41 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\076_spoofing_518100932_9_063046_07E974_2178.png,new\Patch_RGB\Passenger_x11146_y16791_vv.png,new\Patch_RGB\Passenger_x11146_y16791_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260203T104128_20260203T104157_063053_07E9B4_E4AE,525005223,DHARMA FERRY 8,SAR-AIS distance 98.10 km with time gap 0.31 h; wide SAR-AIS distance 98.10 km with time gap 0.31 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\077_spoofing_525005223_7_063053_07E9B4_E4AE.png,new\Patch_RGB\Passenger_x17002_y9724_vv.png,new\Patch_RGB\Passenger_x17002_y9724_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260203T212540_20260203T212605_063060_07E9F3_77A5,525018023,KMP.TARUSI,SAR-AIS distance 41.75 km with time gap 0.43 h; wide SAR-AIS distance 41.75 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\078_spoofing_525018023_5_063060_07E9F3_77A5.png,new\Patch_RGB\Passenger_x20023_y12820_vv.png,new\Patch_RGB\Passenger_x20023_y12820_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260203T212835_20260203T212900_063060_07E9F3_927D,525005015,KM TIDAR,SAR-AIS distance 47.84 km with time gap 0.48 h; wide SAR-AIS distance 47.84 km with time gap 0.48 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\079_spoofing_525005015_0_063060_07E9F3_927D.png,new\Patch_RGB\Passenger_x15467_y4446_vv.png,new\Patch_RGB\Passenger_x15467_y4446_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260204T112316_20260204T112345_063068_07EA39_8722,525003465,ADINDA WINDU KARSA,SAR-AIS distance 111.05 km with time gap 0.39 h; wide SAR-AIS distance 111.05 km with time gap 0.39 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\080_spoofing_525003465_5_063068_07EA39_8722.png,new\Patch_RGB\Passenger_x25148_y4178_vv.png,new\Patch_RGB\Passenger_x25148_y4178_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260204T112525_20260204T112550_063068_07EA39_3544,535501062,MV MARINA EXP 12,SAR-AIS distance 118.74 km with time gap 0.42 h; wide SAR-AIS distance 118.74 km with time gap 0.42 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\081_spoofing_535501062_0_063068_07EA39_3544.png,new\Patch_RGB\Passenger_x24178_y9492_vv.png,new\Patch_RGB\Passenger_x24178_y9492_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260204T203118_20260204T203143_063074_07EA72_3422,477147400,IPANEMA BEACH,SAR-AIS distance 25.16 km with time gap 0.48 h; wide SAR-AIS distance 25.16 km with time gap 0.48 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\082_spoofing_477147400_3_063074_07EA72_3422.png,new\Patch_RGB\Cargo_x22691_y8929.png,new\Patch_RGB\Cargo_x22691_y8929_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260204T220840_20260204T220905_063075_07EA7C_53F4,525015879,DHARMA FERRY VI,SAR-AIS distance 64.11 km with time gap 0.14 h; wide SAR-AIS distance 64.11 km with time gap 0.14 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\083_spoofing_525015879_5_063075_07EA7C_53F4.png,new\Patch_RGB\Passenger_x4346_y10516_vv.png,new\Patch_RGB\Passenger_x4346_y10516_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_4837,518100932,CHARLEY 2,SAR-AIS distance 118.80 km with time gap 0.43 h; wide SAR-AIS distance 118.80 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\084_spoofing_518100932_5_063082_07EACD_4837.png,new\Patch_RGB\Passenger_x19613_y8159_vv.png,new\Patch_RGB\Passenger_x19613_y8159_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260205T210911_20260205T210940_063089_07EB08_1295,525001094,KMP.RANAKA,SAR-AIS distance 65.54 km with time gap 1.15 h; wide SAR-AIS distance 65.54 km with time gap 1.15 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\085_spoofing_525001094_0_063089_07EB08_1295.png,new\Patch_RGB\Passenger_x7009_y14067_vv.png,new\Patch_RGB\Passenger_x7009_y14067_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260205T210940_20260205T211005_063089_07EB08_863A,525101056,KN.BACAN,SAR-AIS distance 116.96 km with time gap 0.16 h; wide SAR-AIS distance 116.96 km with time gap 0.16 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\086_spoofing_525101056_5_063089_07EB08_863A.png,new\Patch_RGB\Passenger_x4640_y13403_vv.png,new\Patch_RGB\Passenger_x4640_y13403_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260205T211055_20260205T211120_063089_07EB08_0B7F,525005013,KM SIRIMAU,SAR-AIS distance 149.28 km with time gap 0.18 h; wide SAR-AIS distance 149.28 km with time gap 0.18 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\087_spoofing_525005013_0_063089_07EB08_0B7F.png,new\Patch_RGB\Passenger_x5823_y12177_vv.png,new\Patch_RGB\Passenger_x5823_y12177_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260205T224706_20260205T224735_063090_07EB0F_2E89,477167800,SITC HAIPHONG,SAR-AIS distance 20.18 km with time gap 0.21 h; wide SAR-AIS distance 20.18 km with time gap 0.21 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\088_spoofing_477167800_5_063090_07EB0F_2E89.png,new\Patch_RGB\Cargo_x22472_y20798.png,new\Patch_RGB\Cargo_x22472_y20798_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,372188000,DANCEWOOD SW,SAR-AIS distance 21.81 km with time gap 0.19 h; wide SAR-AIS distance 21.81 km with time gap 0.19 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\089_spoofing_372188000_0_063090_07EB0F_2593.png,new\Patch_RGB\Cargo_x13216_y3130.png,new\Patch_RGB\Cargo_x13216_y3130_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,525016724,KMP KUNDUR,SAR-AIS distance 150.05 km with time gap 0.81 h; wide SAR-AIS distance 150.05 km with time gap 0.81 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\090_spoofing_525016724_0_063090_07EB0F_2593.png,new\Patch_RGB\Passenger_x21668_y14461_vv.png,new\Patch_RGB\Passenger_x21668_y14461_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260206T092831_20260206T092856_063096_07EB4D_CC70,525016285,LOBSTER,SAR-AIS distance 133.33 km with time gap 0.48 h; wide SAR-AIS distance 133.33 km with time gap 0.48 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\091_spoofing_525016285_6_063096_07EB4D_CC70.png,new\Patch_RGB\Passenger_x25517_y16283_vv.png,new\Patch_RGB\Passenger_x25517_y16283_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260206T092856_20260206T092921_063096_07EB4D_B6F9,525005052,KM LABOBAR,SAR-AIS distance 76.42 km with time gap 0.48 h; wide SAR-AIS distance 76.42 km with time gap 0.48 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\092_spoofing_525005052_1_063096_07EB4D_B6F9.png,new\Patch_RGB\Passenger_x22554_y14450_vv.png,new\Patch_RGB\Passenger_x22554_y14450_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260206T110659_20260206T110724_063097_07EB59_9B4E,525701713,TRITON 02,SAR-AIS distance 19.38 km with time gap 0.12 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\093_spoofing_525701713_4_063097_07EB59_9B4E.png,new\Patch_RGB\Passenger_x5132_y13509_vv.png,new\Patch_RGB\Passenger_x5132_y13509_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260206T110749_20260206T110817_063097_07EB59_3D22,525015603,KMP KUALA BATE II,SAR-AIS distance 104.07 km with time gap 0.13 h; wide SAR-AIS distance 104.07 km with time gap 0.13 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\094_spoofing_525015603_7_063097_07EB59_3D22.png,new\Patch_RGB\Passenger_x6608_y12913_vv.png,new\Patch_RGB\Passenger_x6608_y12913_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260207T205328_20260207T205357_063118_07EC1F_ACF2,525005046,KM DOROLONDA,SAR-AIS distance 85.86 km with time gap 0.11 h; wide SAR-AIS distance 85.86 km with time gap 0.11 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\095_spoofing_525005046_7_063118_07EC1F_ACF2.png,new\Patch_RGB\Passenger_x18309_y8590_vv.png,new\Patch_RGB\Passenger_x18309_y8590_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260207T205357_20260207T205422_063118_07EC1F_31F8,525101092,SABUK NUSANTARA 96,SAR-AIS distance 143.73 km with time gap 0.10 h; wide SAR-AIS distance 143.73 km with time gap 0.10 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\096_spoofing_525101092_2_063118_07EC1F_31F8.png,new\Patch_RGB\Passenger_x14830_y16975_vv.png,new\Patch_RGB\Passenger_x14830_y16975_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260207T205422_20260207T205447_063118_07EC1F_2E01,255806483,EDWARD OLDENDORFF,SAR-AIS distance 24.41 km with time gap 0.09 h; wide SAR-AIS distance 24.41 km with time gap 0.09 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\097_spoofing_255806483_7_063118_07EC1F_2E01.png,new\Patch_RGB\Cargo_x16887_y8421.png,new\Patch_RGB\Cargo_x16887_y8421_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260207T205447_20260207T205512_063118_07EC1F_0464,525005052,KM LABOBAR,SAR-AIS distance 65.23 km with time gap 0.09 h; wide SAR-AIS distance 65.23 km with time gap 0.09 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\098_spoofing_525005052_2_063118_07EC1F_0464.png,new\Patch_RGB\Passenger_x7403_y4415_vv.png,new\Patch_RGB\Passenger_x7403_y4415_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260207T223215_20260207T223240_063119_07EC28_F521,405000246,MEGHNA PARADISE,SAR-AIS distance 21.68 km with time gap 0.46 h; wide SAR-AIS distance 21.68 km with time gap 0.46 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\099_spoofing_405000246_0_063119_07EC28_F521.png,new\Patch_RGB\Cargo_x17003_y18826.png,new\Patch_RGB\Cargo_x17003_y18826_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260207T223355_20260207T223422_063119_07EC28_536D,525021421,KM.AMARISA,SAR-AIS distance 85.82 km with time gap 0.43 h; wide SAR-AIS distance 85.82 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\100_spoofing_525021421_2_063119_07EC28_536D.png,new\Patch_RGB\Passenger_x10824_y2535_vv.png,new\Patch_RGB\Passenger_x10824_y2535_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260208T104938_20260208T105007_063126_07EC76_4B54,525003411,KMP KARYA MARITIM II,SAR-AIS distance 95.72 km with time gap 0.17 h; wide SAR-AIS distance 95.72 km with time gap 0.17 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\101_spoofing_525003411_7_063126_07EC76_4B54.png,new\Patch_RGB\Passenger_x22878_y1528_vv.png,new\Patch_RGB\Passenger_x22878_y1528_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260208T105007_20260208T105032_063126_07EC76_ED28,442004978,KAILANA PREMIER,SAR-AIS distance 57.21 km with time gap 0.16 h; wide SAR-AIS distance 57.21 km with time gap 0.16 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\102_spoofing_442004978_2_063126_07EC76_ED28.png,new\Patch_RGB\Passenger_x11837_y10525_vv.png,new\Patch_RGB\Passenger_x11837_y10525_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260208T213451_20260208T213516_063133_07ECB4_0002,352004796,HE TAI TONG 6,SAR-AIS distance 27.69 km with time gap 0.42 h; wide SAR-AIS distance 27.69 km with time gap 0.42 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\103_spoofing_352004796_6_063133_07ECB4_0002.png,new\Patch_RGB\Cargo_x24702_y9322.png,new\Patch_RGB\Cargo_x24702_y9322_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260208T213541_20260208T213606_063133_07ECB4_51CC,525601599,OPUTA YI KOO,SAR-AIS distance 33.06 km with time gap 0.41 h; wide SAR-AIS distance 33.06 km with time gap 0.41 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\104_spoofing_525601599_6_063133_07ECB4_51CC.png,new\Patch_RGB\Passenger_x24318_y14759_vv.png,new\Patch_RGB\Passenger_x24318_y14759_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260208T213631_20260208T213656_063133_07ECB4_8B78,525005016,KM.TILONG KABILA,SAR-AIS distance 119.66 km with time gap 0.39 h; wide SAR-AIS distance 119.66 km with time gap 0.39 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\105_spoofing_525005016_6_063133_07ECB4_8B78.png,new\Patch_RGB\Passenger_x4127_y8607_vv.png,new\Patch_RGB\Passenger_x4127_y8607_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260208T213656_20260208T213721_063133_07ECB4_AD24,525015109,KMP.CAKALANG,SAR-AIS distance 43.75 km with time gap 0.38 h; wide SAR-AIS distance 43.75 km with time gap 0.38 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\106_spoofing_525015109_1_063133_07ECB4_AD24.png,new\Patch_RGB\Passenger_x6554_y11190_vv.png,new\Patch_RGB\Passenger_x6554_y11190_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260208T213656_20260208T213721_063133_07ECB4_AD24,525100085,KM. MILA UTAMA,SAR-AIS distance 27.47 km with time gap 0.38 h; wide SAR-AIS distance 27.47 km with time gap 0.38 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\107_spoofing_525100085_1_063133_07ECB4_AD24.png,new\Patch_RGB\Cargo_x4184_y4000.png,new\Patch_RGB\Cargo_x4184_y4000_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260208T213721_20260208T213749_063133_07ECB4_F5D3,525001108,KM.SABUK-NUSANTARA43,SAR-AIS distance 95.00 km with time gap 0.62 h; wide SAR-AIS distance 95.00 km with time gap 0.62 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\108_spoofing_525001108_9_063133_07ECB4_F5D3.png,new\Patch_RGB\Passenger_x26649_y6168_vv.png,new\Patch_RGB\Passenger_x26649_y6168_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260209T113334_20260209T113359_063141_07ECFF_5730,50862783,KMP PERMATA LESTARI3,SAR-AIS distance 155.36 km with time gap 1.44 h; wide SAR-AIS distance 155.36 km with time gap 1.44 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\109_spoofing_50862783_9_063141_07ECFF_5730.png,new\Patch_RGB\Passenger_x25031_y5363_vv.png,new\Patch_RGB\Passenger_x25031_y5363_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260209T113359_20260209T113424_063142_07ECFF_5A35,374987000,JEWEL,SAR-AIS distance 136.51 km with time gap 0.57 h; wide SAR-AIS distance 136.51 km with time gap 0.57 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\110_spoofing_374987000_4_063142_07ECFF_5A35.png,new\Patch_RGB\Passenger_x12786_y5047_vv.png,new\Patch_RGB\Passenger_x12786_y5047_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260209T203715_20260209T203744_063147_07ED35_067E,525101087,SABUK NUSANTARA 81,SAR-AIS distance 35.28 km with time gap 0.38 h; wide SAR-AIS distance 35.28 km with time gap 0.38 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\111_spoofing_525101087_4_063147_07ED35_067E.png,new\Patch_RGB\Passenger_x15404_y16969_vv.png,new\Patch_RGB\Passenger_x15404_y16969_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260210T211741_20260210T211806_063162_07EDB8_4A98,525100956,KMP.PERMATA LESTARI5,SAR-AIS distance 133.43 km with time gap 0.29 h; wide SAR-AIS distance 133.43 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\112_spoofing_525100956_6_063162_07EDB8_4A98.png,new\Patch_RGB\Passenger_x5241_y9474_vv.png,new\Patch_RGB\Passenger_x5241_y9474_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260210T211831_20260210T211856_063162_07EDB8_6889,525201076,SABUK NUSANTARA 88,SAR-AIS distance 29.35 km with time gap 0.31 h; wide SAR-AIS distance 29.35 km with time gap 0.31 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\113_spoofing_525201076_6_063162_07EDB8_6889.png,new\Patch_RGB\Passenger_x3714_y12526_vv.png,new\Patch_RGB\Passenger_x3714_y12526_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260210T212011_20260210T212036_063162_07EDB8_7013,525101085,SABUKNUSANTARA108,SAR-AIS distance 129.75 km with time gap 0.34 h; wide SAR-AIS distance 129.75 km with time gap 0.34 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\114_spoofing_525101085_6_063162_07EDB8_7013.png,new\Patch_RGB\Passenger_x10482_y15588_vv.png,new\Patch_RGB\Passenger_x10482_y15588_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260210T212101_20260210T212126_063162_07EDB8_1AD2,525100417,KMP.LAKAAN,SAR-AIS distance 85.80 km with time gap 0.35 h; wide SAR-AIS distance 85.80 km with time gap 0.35 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\115_spoofing_525100417_6_063162_07EDB8_1AD2.png,new\Patch_RGB\Passenger_x9170_y2484_vv.png,new\Patch_RGB\Passenger_x9170_y2484_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T093648_20260211T093713_063169_07EDFC_6BAF,525101082,SABUK NUSANTARA 106,SAR-AIS distance 70.96 km with time gap 0.39 h; wide SAR-AIS distance 70.96 km with time gap 0.39 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\116_spoofing_525101082_3_063169_07EDFC_6BAF.png,new\Patch_RGB\Passenger_x19725_y7879_vv.png,new\Patch_RGB\Passenger_x19725_y7879_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T093738_20260211T093803_063169_07EDFC_8CFD,525101092,SABUK NUSANTARA 96,SAR-AIS distance 62.22 km with time gap 0.37 h; wide SAR-AIS distance 62.22 km with time gap 0.37 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\117_spoofing_525101092_3_063169_07EDFC_8CFD.png,new\Patch_RGB\Passenger_x20940_y2344_vv.png,new\Patch_RGB\Passenger_x20940_y2344_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T093803_20260211T093831_063169_07EDFC_B4AD,525600798,AQUA BLU,SAR-AIS distance 49.79 km with time gap 0.37 h; wide SAR-AIS distance 49.79 km with time gap 0.37 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\118_spoofing_525600798_1_063169_07EDFC_B4AD.png,new\Patch_RGB\Passenger_x19869_y15361_vv.png,new\Patch_RGB\Passenger_x19869_y15361_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T111519_20260211T111544_063170_07EE07_F4C7,525100805,KMP.REINNA,SAR-AIS distance 87.47 km with time gap 0.26 h; wide SAR-AIS distance 87.47 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\119_spoofing_525100805_4_063170_07EE07_F4C7.png,new\Patch_RGB\Passenger_x6239_y14061_vv.png,new\Patch_RGB\Passenger_x6239_y14061_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T111609_20260211T111634_063170_07EE07_1F39,525001052,KMP MENUMBING RAYA,SAR-AIS distance 133.11 km with time gap 0.27 h; wide SAR-AIS distance 133.11 km with time gap 0.27 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\120_spoofing_525001052_4_063170_07EE07_1F39.png,new\Patch_RGB\Passenger_x21514_y14398_vv.png,new\Patch_RGB\Passenger_x21514_y14398_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T111659_20260211T111724_063170_07EE07_CF45,525100855,OCENNA175,SAR-AIS distance 56.93 km with time gap 0.28 h; wide SAR-AIS distance 56.93 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\121_spoofing_525100855_4_063170_07EE07_CF45.png,new\Patch_RGB\Passenger_x2037_y5106_vv.png,new\Patch_RGB\Passenger_x2037_y5106_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T111724_20260211T111749_063170_07EE07_12F2,525016724,KMP KUNDUR,SAR-AIS distance 69.52 km with time gap 0.29 h; wide SAR-AIS distance 69.52 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\122_spoofing_525016724_9_063170_07EE07_12F2.png,new\Patch_RGB\Passenger_x4276_y21065_vv.png,new\Patch_RGB\Passenger_x4276_y21065_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T202310_20260211T202335_063176_07EE3D_CF0F,246442000,ZAANDAM,SAR-AIS distance 31.94 km with time gap 0.39 h; wide SAR-AIS distance 31.94 km with time gap 0.39 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\123_spoofing_246442000_5_063176_07EE3D_CF0F.png,new\Patch_RGB\Passenger_x21026_y17794_vv.png,new\Patch_RGB\Passenger_x21026_y17794_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260211T220128_20260211T220153_063177_07EE44_39A6,525012198,KMP.PANCAR INDAH,SAR-AIS distance 98.21 km with time gap 0.02 h; wide SAR-AIS distance 98.21 km with time gap 0.02 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\124_spoofing_525012198_3_063177_07EE44_39A6.png,new\Patch_RGB\Passenger_x17535_y8351_vv.png,new\Patch_RGB\Passenger_x17535_y8351_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260212T101735_20260212T101800_063184_07EE91_C484,525005047,KM.NGGAPULU,SAR-AIS distance 152.55 km with time gap 0.29 h; wide SAR-AIS distance 152.55 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\125_spoofing_525005047_0_063184_07EE91_C484.png,new\Patch_RGB\Passenger_x20306_y5448_vv.png,new\Patch_RGB\Passenger_x20306_y5448_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260212T210304_20260212T210329_063191_07EED2_B2B3,503000164,CORAL GEOGRAPHER,SAR-AIS distance 146.16 km with time gap 0.05 h; wide SAR-AIS distance 146.16 km with time gap 0.05 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\126_spoofing_503000164_9_063191_07EED2_B2B3.png,new\Patch_RGB\Passenger_x26713_y11842_vv.png,new\Patch_RGB\Passenger_x26713_y11842_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260213T092003_20260213T092032_063198_07EF1E_DE17,525016705,KM.SABUK NUSANTARA32,SAR-AIS distance 129.80 km with time gap 0.33 h; wide SAR-AIS distance 129.80 km with time gap 0.33 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\127_spoofing_525016705_2_063198_07EF1E_DE17.png,new\Patch_RGB\Passenger_x1602_y9166_vv.png,new\Patch_RGB\Passenger_x1602_y9166_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260213T092057_20260213T092122_063198_07EF1E_C665,525010133,KMP NAPAN WAINAMI,SAR-AIS distance 83.80 km with time gap 0.35 h; wide SAR-AIS distance 83.80 km with time gap 0.35 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\128_spoofing_525010133_2_063198_07EF1E_C665.png,new\Patch_RGB\Passenger_x9506_y9533_vv.png,new\Patch_RGB\Passenger_x9506_y9533_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260214T114040_20260214T114109_063214_07EFB0_20AD,525801704,SPOB.SUMBER JAYA 27,SAR-AIS distance 82.69 km with time gap 0.32 h; wide SAR-AIS distance 82.69 km with time gap 0.32 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\129_spoofing_525801704_9_063214_07EFB0_20AD.png,new\Patch_RGB\Passenger_x17621_y5943_vv.png,new\Patch_RGB\Passenger_x17621_y5943_vh.png
